Repo,underdirectory,function,status,variables
10194,21,reorg_kernel,runs,"[('int', 'N'), ('float *', 'x'), ('int', 'w'), ('int', 'h'), ('int', 'c'), ('int', 'batch'), ('int', 'stride'), ('int', 'forward'), ('float *', 'out')]"
10194,22,axpy_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'OFFX'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'OFFY'), ('int', 'INCY')]"
10194,23,pow_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'INCY')]"
10194,24,const_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
10194,25,constrain_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
10194,26,supp_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
10194,27,scal_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
10194,28,fill_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
10194,29,mask_kernel,runs,"[('int', 'n'), ('float *', 'x'), ('float', 'mask_num'), ('float *', 'mask')]"
10194,30,copy_kernel,runs,"[('int', 'N'), ('float *', 'X'), ('int', 'OFFX'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'OFFY'), ('int', 'INCY')]"
10194,31,mul_kernel,runs,"[('int', 'N'), ('float *', 'X'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'INCY')]"
10194,32,fast_mean_kernel,runs,"[('float *', 'x'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'mean')]"
10194,33,fast_variance_kernel,runs,"[('float *', 'x'), ('float *', 'mean'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'variance')]"
10194,34,flatten_kernel,runs,"[('int', 'N'), ('float *', 'x'), ('int', 'spatial'), ('int', 'layers'), ('int', 'batch'), ('int', 'forward'), ('float *', 'out')]"
10194,35,shortcut_kernel,runs,"[('int', 'size'), ('int', 'minw'), ('int', 'minh'), ('int', 'minc'), ('int', 'stride'), ('int', 'sample'), ('int', 'batch'), ('int', 'w1'), ('int', 'h1'), ('int', 'c1'), ('float *', 'add'), ('int', 'w2'), ('int', 'h2'), ('int', 'c2'), ('float *', 'out')]"
10194,36,smooth_l1_kernel,runs,"[('int', 'n'), ('float *', 'pred'), ('float *', 'truth'), ('float *', 'delta'), ('float *', 'error')]"
10194,37,l2_kernel,runs,"[('int', 'n'), ('float *', 'pred'), ('float *', 'truth'), ('float *', 'delta'), ('float *', 'error')]"
10194,38,weighted_sum_kernel,runs,"[('int', 'n'), ('float *', 'a'), ('float *', 'b'), ('float *', 's'), ('float *', 'c')]"
10194,39,weighted_delta_kernel,runs,"[('int', 'n'), ('float *', 'a'), ('float *', 'b'), ('float *', 's'), ('float *', 'da'), ('float *', 'db'), ('float *', 'ds'), ('float *', 'dc')]"
10194,40,mult_add_into_kernel,runs,"[('int', 'n'), ('float *', 'a'), ('float *', 'b'), ('float *', 'c')]"
10194,41,softmax_kernel,runs,"[('int', 'n'), ('int', 'offset'), ('int', 'batch'), ('float *', 'input'), ('float', 'temp'), ('float *', 'output')]"
10194,42,levels_image_kernel,runs,"[('float *', 'image'), ('float *', 'rand'), ('int', 'batch'), ('int', 'w'), ('int', 'h'), ('int', 'train'), ('float', 'saturation'), ('float', 'exposure'), ('float', 'translate'), ('float', 'scale'), ('float', 'shift')]"
10194,44,col2im_gpu_kernel,runs,"[('const int', 'n'), ('const float *', 'data_col'), ('const int', 'height'), ('const int', 'width'), ('const int', 'ksize'), ('const int', 'pad'), ('const int', 'stride'), ('const int', 'height_col'), ('const int', 'width_col'), ('float *', 'data_im')]"
10194,45,yoloswag420blazeit360noscope,runs,"[('float *', 'input'), ('int', 'size'), ('float *', 'rand'), ('float', 'prob'), ('float', 'scale')]"
10194,46,forward_maxpool_layer_kernel,runs,"[('int', 'n'), ('int', 'in_h'), ('int', 'in_w'), ('int', 'in_c'), ('int', 'stride'), ('int', 'size'), ('int', 'pad'), ('float *', 'input'), ('float *', 'output'), ('int *', 'indexes')]"
10194,47,backward_maxpool_layer_kernel,runs,"[('int', 'n'), ('int', 'in_h'), ('int', 'in_w'), ('int', 'in_c'), ('int', 'stride'), ('int', 'size'), ('int', 'pad'), ('float *', 'delta'), ('float *', 'prev_delta'), ('int *', 'indexes')]"
10199,1,devInverseReindex,runs,"[('int', 'N'), ('int *', 'destArray'), ('int *', 'srcArray'), ('unsigned int *', 'reindex'), ('int', 'realSize'), ('int', 'nDims'), ('int', 'maxValue'), ('bool', 'ignoreValue')]"
10199,2,devInverseReindexInt2Bool,runs,"[('int', 'N'), ('int2 *', 'destArray'), ('int2 *', 'srcArray'), ('unsigned int *', 'reindex'), ('int', 'realSize'), ('int', 'nDims'), ('int', 'maxValue'), ('bool', 'ignoreValue')]"
10199,3,devInverseReindexInt3Bool,runs,"[('int', 'N'), ('int3 *', 'destArray'), ('int3 *', 'srcArray'), ('unsigned int *', 'reindex'), ('int', 'realSize'), ('int', 'nDims'), ('int', 'maxValue'), ('bool', 'ignoreValue')]"
10199,4,devInverseReindexInt,runs,"[('int', 'N'), ('int *', 'destArray'), ('int *', 'srcArray'), ('int *', 'reindex'), ('int', 'realSize'), ('int', 'nDims')]"
10199,5,devInverseReindexInt3,runs,"[('int', 'N'), ('int3 *', 'destArray'), ('int3 *', 'srcArray'), ('int *', 'reindex'), ('int', 'realSize'), ('int', 'nDims')]"
10199,42,devFillAffectedTriangles,runs,"[('int', 'nFlip'), ('int *', 'pTaff'), ('int *', 'pTaffEdge'), ('int *', 'pEnd'), ('int2 *', 'pEt')]"
10199,52,devFillAffectedIndex,runs,"[('int', 'nRemove'), ('int', 'maxTriPerVert'), ('int *', 'pTriangleAffectedIndex')]"
10199,53,devFindUniqueTriangleAffected,runs,"[('int', 'maxIndex'), ('int *', 'pTriangleAffected'), ('int *', 'pTriangleAffectedIndex'), ('int *', 'pUniqueFlag')]"
102,3,opt_32to8Kernel,runs,"[('uint32_t *', 'input'), ('uint8_t *', 'output'), ('size_t', 'length')]"
1022,0,DR_kernel,runs,"[('int', 'nCols'), ('int', 'nRows'), ('float *', 'D'), ('float *', 'R'), ('unsigned long long int *', 'gHist')]"
1022,1,DD_or_RR_kernel,runs,"[('int', 'nCols'), ('int', 'nRows'), ('float *', 'arr'), ('unsigned long long int *', 'gHist')]"
10220,1,hello,runs,[]
10220,2,cube,runs,"[('float *', 'd_out'), ('float *', 'd_in')]"
10221,10,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
10221,69,kTile,runs,"[('const float *', 'src'), ('float *', 'tgt'), ('const uint', 'srcWidth'), ('const uint', 'srcHeight'), ('const uint', 'tgtWidth'), ('const uint', 'tgtHeight')]"
10221,70,kDotProduct_r,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'target'), ('const uint', 'numElements')]"
10221,71,kSetupCurand,runs,"[('curandState *', 'state'), ('unsigned long long', 'seed')]"
10221,76,kLogregCost,runs,"[('float *', 'probs'), ('float *', 'labels'), ('float *', 'maxProbs'), ('float *', 'labelLogProbs'), ('float *', 'correctProbs'), ('const int', 'numCases'), ('const int', 'numOut')]"
10221,171,softmax_gradient_kernel,runs,"[('const int', 'dim'), ('const float *', 'Y'), ('const float *', 'dY'), ('float *', 'dX')]"
10221,176,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
10223,26,phglobal_reduce_kernel,runs,"[('float *', 'd_out'), ('float *', 'd_in')]"
10223,27,phshmem_reduce_kernel,runs,"[('float *', 'd_out'), ('const float *', 'd_in')]"
10223,51,vectorAdd,runs,"[('const float *', 'A'), ('const float *', 'B'), ('float *', 'C'), ('int', 'numElements')]"
10229,29,sync_conv_groups,runs,[]
10242,0,kernel,runs,"[('float *', 'x'), ('int', 'n')]"
10242,1,test,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'c'), ('int', 'N')]"
10242,2,test,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'c'), ('int', 'N')]"
10244,0,gaxpymm,runs,"[('double *', 'y'), ('double *', 'a'), ('double *', 'b'), ('int', 'm'), ('int', 'n'), ('int', 'p')]"
10244,1,gaxpy,runs,"[('double *', 'y'), ('double *', 'a'), ('double *', 'x'), ('int', 'm'), ('int', 'n')]"
10244,2,func,runs,[]
10244,3,suma,runs,"[('int', 'a'), ('int', 'b'), ('int *', 'c')]"
10244,4,MatrixMul,runs,"[('float *', 'Md'), ('float *', 'Nd'), ('float *', 'Pd'), ('const int', 'WIDTH')]"
10244,5,MatrixMulSh,runs,"[('float *', 'Md'), ('float *', 'Nd'), ('float *', 'Pd'), ('const int', 'WIDTH')]"
10244,6,func,runs,[]
10244,7,func,runs,[]
10245,79,softmax_gradient_kernel,runs,"[('const int', 'dim'), ('const float *', 'Y'), ('const float *', 'dY'), ('float *', 'dX')]"
10245,83,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
1025,5,sphereTransform,runs,"[('float *', 'data'), ('const unsigned int', 'N')]"
1025,6,sinewave,runs,"[('float *', 'heightMap'), ('unsigned int', 'width'), ('unsigned int', 'height'), ('float', 'time')]"
10255,0,addKernel,runs,"[('int *', 'c'), ('const int *', 'a'), ('const int *', 'b')]"
1026,0,kernelHough,runs,"[('int', 'size'), ('int *', 'd_binarray')]"
10270,2,conv2genericrev,runs,"[('float *', 'input'), ('float *', 'kernel'), ('float *', 'output'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kernel_n'), ('int', 'kernel_h'), ('int', 'kernel_w'), ('float', 'alpha'), ('int', 'stride_h'), ('int', 'stride_w')]"
10273,0,sumMat,runs,"[('double *', 'A'), ('double *', 'B'), ('double *', 'C'), ('int', 'N')]"
10273,2,multiplyNumbersGPU,runs,"[('float *', 'pDataA'), ('float *', 'pDataB'), ('float *', 'pResult')]"
10288,0,gaxpymm,runs,"[('double *', 'y'), ('double *', 'a'), ('double *', 'b'), ('int', 'm'), ('int', 'n'), ('int', 'p')]"
10288,1,gaxpy,runs,"[('double *', 'y'), ('double *', 'a'), ('double *', 'x'), ('int', 'm'), ('int', 'n')]"
10288,2,multMatriz,runs,"[('float *', 'da'), ('float *', 'db'), ('float *', 'dc'), ('int', 'num')]"
10288,3,multMatriz,runs,"[('float *', 'da'), ('float *', 'db'), ('float *', 'dc'), ('int', 'num')]"
10288,4,indices,runs,[]
10288,7,func,runs,[]
10288,8,suma,runs,"[('int', 'a'), ('int', 'b'), ('int *', 'c')]"
10288,9,MatrixMul,runs,"[('float *', 'Md'), ('float *', 'Nd'), ('float *', 'Pd'), ('const int', 'WIDTH')]"
10288,10,MatrixMulSh,runs,"[('float *', 'Md'), ('float *', 'Nd'), ('float *', 'Pd'), ('const int', 'WIDTH')]"
10288,11,func,runs,[]
10288,13,func,runs,[]
1029,0,gpu_grayscale,runs,"[('int', 'width'), ('int', 'height'), ('float *', 'image'), ('float *', 'image_out')]"
1029,1,gpu_gaussian,runs,"[('int', 'width'), ('int', 'height'), ('float *', 'image'), ('float *', 'image_out')]"
1029,2,gpu_sobel,runs,"[('int', 'width'), ('int', 'height'), ('float *', 'image'), ('float *', 'image_out')]"
10311,0,addKernel,runs,"[('int *', 'c'), ('const int *', 'a'), ('const int *', 'b')]"
10319,5,Subtract,runs,"[('float *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10319,9,ComputeOrientations,runs,"[('float *', 'g_Data'), ('float *', 'd_Sift'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
10319,10,SubtractMulti,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10319,12,LowPassRowMulti,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10319,13,LowPassColMulti,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10319,15,FindMinMax,runs,"[('float *', 'd_MinMax'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10319,16,Find3DMinMax,runs,"[('int *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('float *', 'd_Data3'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10319,17,UnpackPointers,runs,"[('int *', 'minmax'), ('int *', 'ptrs'), ('int', 'w'), ('int', 'h'), ('int', 'maxPts')]"
10319,19,ComputeOrientations,runs,"[('float *', 'g_Data'), ('int *', 'd_Ptrs'), ('float *', 'd_Orient'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
10319,23,Subtract,runs,"[('float *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('int', 'width'), ('int', 'height')]"
10319,24,MultiplyAdd,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'height')]"
10319,25,FindMinMax,runs,"[('float *', 'd_MinMax'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'height')]"
10319,26,Find3DMinMax,runs,"[('int *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('float *', 'd_Data3'), ('int', 'width'), ('int', 'height')]"
10319,27,UnpackPointers,runs,"[('int *', 'minmax'), ('int *', 'ptrs'), ('int', 'w'), ('int', 'h'), ('int', 'maxPts')]"
10319,28,ComputePositions,runs,"[('float *', 'g_Data1'), ('float *', 'g_Data2'), ('float *', 'g_Data3'), ('int *', 'd_Ptrs'), ('float *', 'd_Sift'), ('int', 'numPts'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
10319,29,ComputeOrientations,runs,"[('float *', 'g_Data'), ('int *', 'd_Ptrs'), ('float *', 'd_Orient'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
10319,34,TestHomographies,runs,"[('float *', 'd_coord'), ('float *', 'd_homo'), ('int *', 'd_counts'), ('int', 'numPts'), ('float', 'thresh2')]"
10321,0,stencil_kernel,runs,"[('float *', 'x_new'), ('float *', 'x_old')]"
10321,6,cn_pnpoly,runs,"[('int *', 'bitmap'), ('float2 *', 'points'), ('int', 'n')]"
10321,7,cn_pnpoly_naive,runs,"[('int *', 'bitmap'), ('float2 *', 'points'), ('int', 'n')]"
10321,13,matmul_kernel,runs,"[('float *', 'C'), ('float *', 'A'), ('float *', 'B')]"
10321,14,matmul_kernel,runs,"[('float *', 'C'), ('float *', 'A'), ('float *', 'B')]"
10321,15,matmul_kernel,runs,"[('float *', 'C'), ('float *', 'A'), ('float *', 'B')]"
10321,16,matmul_kernel,runs,"[('float *', 'C'), ('float *', 'A'), ('float *', 'B')]"
10325,5,Subtract,runs,"[('float *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10325,9,ComputeOrientations,runs,"[('float *', 'g_Data'), ('float *', 'd_Sift'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
10325,10,SubtractMulti,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10325,12,LowPassRowMulti,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10325,13,LowPassColMulti,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10325,15,FindMinMax,runs,"[('float *', 'd_MinMax'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10325,16,Find3DMinMax,runs,"[('int *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('float *', 'd_Data3'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
10325,17,UnpackPointers,runs,"[('int *', 'minmax'), ('int *', 'ptrs'), ('int', 'w'), ('int', 'h'), ('int', 'maxPts')]"
10325,19,ComputeOrientations,runs,"[('float *', 'g_Data'), ('int *', 'd_Ptrs'), ('float *', 'd_Orient'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
10325,23,Subtract,runs,"[('float *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('int', 'width'), ('int', 'height')]"
10325,24,MultiplyAdd,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'height')]"
10325,25,FindMinMax,runs,"[('float *', 'd_MinMax'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'height')]"
10325,26,Find3DMinMax,runs,"[('int *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('float *', 'd_Data3'), ('int', 'width'), ('int', 'height')]"
10325,27,UnpackPointers,runs,"[('int *', 'minmax'), ('int *', 'ptrs'), ('int', 'w'), ('int', 'h'), ('int', 'maxPts')]"
10325,28,ComputePositions,runs,"[('float *', 'g_Data1'), ('float *', 'g_Data2'), ('float *', 'g_Data3'), ('int *', 'd_Ptrs'), ('float *', 'd_Sift'), ('int', 'numPts'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
10325,29,ComputeOrientations,runs,"[('float *', 'g_Data'), ('int *', 'd_Ptrs'), ('float *', 'd_Orient'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
10325,34,TestHomographies,runs,"[('float *', 'd_coord'), ('float *', 'd_homo'), ('int *', 'd_counts'), ('int', 'numPts'), ('float', 'thresh2')]"
10326,95,ForwardWarpKernel_PSF2x2,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'normalization_factor'), ('float *', 'dst')]"
10326,96,ForwardWarpKernel_PSF1x1,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'dst')]"
10326,97,NormalizeKernel,runs,"[('const float *', 'normalization_factor'), ('int', 'w'), ('int', 'h'), ('int', 's'), ('float *', 'image')]"
10326,98,MemsetKernel,runs,"[('const float', 'value'), ('int', 'w'), ('int', 'h'), ('float *', 'image')]"
10326,169,mergeLocation,runs,"[('const short2 *', 'loc_'), ('float *', 'x'), ('float *', 'y'), ('const int', 'npoints'), ('float', 'scale')]"
10330,79,softmax_gradient_kernel,runs,"[('const int', 'dim'), ('const float *', 'Y'), ('const float *', 'dY'), ('float *', 'dX')]"
10330,83,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
10333,36,sync_conv_groups,runs,[]
10334,16,kAdd_contiguous,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'dest'), ('unsigned int', 'numEls')]"
10355,1,calculoAlgoritmoTroca,runs,"[('float *', 'dev_matrizSuperior'), ('int', 'linhaPerm'), ('int', 'colunaPerm'), ('int', 'totalColunas'), ('int', 'totalLinhas')]"
10357,0,nlm_kernel,runs,"[('float const *', 'image'), ('float *', 'filtered_image'), ('int', 'm'), ('int', 'n'), ('float', 'patch_sigma'), ('int *', 'patchSize'), ('float', 'filter_sigma')]"
1036,2,sum_val,runs,"[('double *', 'val'), ('double *', 'r')]"
1036,3,max_gra,runs,"[('double *', 'gra'), ('double *', 'max')]"
1036,4,calculate_val,runs,"[('double *', 'devx'), ('double *', 'val'), ('int', 'size')]"
1036,5,calculate_gra,runs,"[('double *', 'devx'), ('double *', 'gra'), ('int', 'size')]"
1036,6,minus_gra,runs,"[('double *', 'gra'), ('int', 'size')]"
1036,7,create_tuple,runs,"[('double *', 'devx'), ('int *', 'pos_x'), ('int *', 'pos_y'), ('double *', 'value'), ('int', 'N')]"
1036,9,printdd,runs,"[('int *', 'pos'), ('int', 'size')]"
10360,33,gSetSparse,runs,"[('float *', 'out'), ('const size_t *', 'indices'), ('const float *', 'values'), ('int', 'length')]"
10360,40,gMaxPoolingForward,runs,"[('float *', 'out'), ('int', 'outRows'), ('int', 'outCols'), ('float *', 'in'), ('int', 'inRows'), ('int', 'inCols'), ('float *', 'mask'), ('int', 'numKernels'), ('int', 'maskCols'), ('int', 'width'), ('int', 'lastWidth')]"
10360,41,gMaxPoolingBackward,runs,"[('float *', 'adj'), ('int', 'adjRows'), ('int', 'adjCols'), ('float *', 'in'), ('float *', 'adjIn'), ('int', 'inRows'), ('int', 'inCols'), ('float *', 'mask'), ('int', 'numKernels'), ('int', 'maskCols'), ('int', 'width'), ('int', 'lastWidth')]"
10360,44,gGetValueByKey,runs,"[('float *', 'd_in'), ('float *', 'd_out'), ('int *', 'indeces'), ('int', 'n')]"
10360,47,gScatterAdd,runs,"[('float *', 'denseData'), ('float *', 'sparseData'), ('int *', 'sparseIndices'), ('int', 'denseSize'), ('int', 'sparseSize'), ('int', 'offset')]"
10360,48,gScatterUpdate,runs,"[('float *', 'denseData'), ('float *', 'sparseData'), ('int *', 'sparseIndices'), ('int', 'denseSize'), ('int', 'sparseSize'), ('int', 'offset')]"
10360,49,gGather,runs,"[('float *', 'denseData'), ('float *', 'sparseData'), ('int *', 'sparseIndices'), ('int', 'denseSize'), ('int', 'sparseSize'), ('int', 'offset')]"
1038,1,compute_iteration,runs,"[('char *', 'buffer'), ('char *', 'out_buffer'), ('size_t', 'pitch'), ('size_t', 'pitch_out'), ('int', 'width'), ('int', 'height')]"
10380,28,sync_conv_groups,runs,[]
10383,0,batcherBitonicMergesort64,runs,"[('float *', 'd_out'), ('const float *', 'd_in')]"
10383,1,reduce,runs,"[('unsigned int *', 'd_out_shared'), ('const unsigned int *', 'd_in')]"
10383,3,smooth,runs,"[('float *', 'v_new'), ('const float *', 'v')]"
10383,6,normalize_cdf,runs,"[('unsigned int *', 'd_input_cdf'), ('float *', 'd_output_cdf'), ('int', 'n')]"
